Senior Citizen,Partner,Dependents,Tenure Months,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Paperless Billing,Monthly Charges,Total Charges,label,Gender_Male,Internet Service_Fiber optic,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check
0,0,0,52,1,1,1,0,1,1,1,1,85.15,4461.85,0,1,0,0,1,0,0,1
1,0,0,2,1,0,0,0,0,1,1,1,93.85,196.75,1,1,1,0,0,0,1,0
0,1,0,71,1,0,1,1,0,1,1,1,106.0,7723.7,1,1,1,0,1,0,0,0
0,0,0,10,1,0,1,1,0,0,1,1,94.85,953.45,1,0,1,0,0,0,1,0
0,1,1,66,0,1,0,0,0,1,0,1,59.75,3996.8,0,0,0,0,1,0,1,0
0,0,0,1,0,0,0,0,0,0,0,1,71.55,71.55,1,1,1,0,0,0,0,1
0,0,0,70,1,1,0,0,1,1,1,1,104.0,7250.15,1,1,1,0,1,1,0,0
0,1,0,54,1,1,1,1,0,1,1,0,109.55,6118.95,0,1,1,0,0,0,1,0
0,1,1,25,1,0,0,0,0,1,0,0,60.35,1404.65,0,1,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,1,45.7,45.7,1,1,0,0,0,0,0,1
0,1,1,71,1,1,1,1,0,1,0,0,100.5,7030.65,0,0,1,0,1,0,0,0
0,0,0,35,1,1,0,1,0,0,0,1,59.6,2094.9,0,1,0,0,0,0,1,0
0,0,0,4,0,0,1,0,0,0,0,1,76.65,333.6,1,0,1,0,0,0,0,0
0,0,0,34,1,1,1,1,1,1,1,0,116.25,3899.05,0,1,1,1,0,1,0,0
1,0,0,9,0,0,0,0,0,1,0,1,80.85,751.65,1,0,1,0,0,0,1,0
0,1,0,70,1,0,0,1,0,1,1,1,97.65,6982.5,0,0,1,1,0,0,1,0
0,0,0,7,0,0,0,0,0,0,0,1,69.85,515.45,0,0,1,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,1,69.55,69.55,1,0,1,0,0,0,1,0
0,1,0,71,1,0,1,1,1,1,1,1,108.6,7690.9,1,1,1,0,1,1,0,0
0,1,0,72,1,1,1,0,1,1,1,1,108.95,7875.0,0,1,1,0,1,1,0,0
0,1,0,58,1,1,0,0,1,0,0,1,61.05,3478.75,0,0,0,1,0,0,0,0
0,0,0,50,1,1,1,1,1,1,1,0,114.35,5791.1,0,1,1,1,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,1,70.35,70.35,0,1,1,0,0,0,1,0
0,0,0,14,0,0,0,1,0,0,0,0,75.35,1025.95,1,0,1,0,0,0,1,0
0,1,0,30,1,0,0,1,0,1,1,1,100.05,3046.15,1,0,1,0,0,0,1,0
0,0,0,68,1,1,0,0,0,0,0,0,54.45,3687.75,0,0,0,0,0,0,0,1
0,1,1,72,1,1,1,1,1,1,1,1,91.95,6614.9,0,1,0,0,1,1,0,0
0,0,0,29,0,1,1,0,1,0,0,1,58.75,1696.2,0,1,0,1,0,0,1,0
0,0,0,8,0,0,0,1,0,1,1,1,94.7,740.3,1,1,1,0,0,0,1,0
1,1,1,1,0,0,0,0,1,0,0,1,49.25,49.25,1,1,0,0,0,1,0,0
1,1,0,25,0,0,0,0,0,0,0,1,69.3,1813.1,0,0,1,0,0,0,1,0
1,0,0,2,0,0,0,0,0,0,0,1,69.6,131.65,1,0,1,0,0,0,1,0
1,1,0,13,0,0,1,1,0,1,1,1,98.0,1237.85,1,1,1,0,0,0,1,0
1,0,0,1,0,0,0,0,0,0,0,1,69.65,69.65,1,1,1,0,0,0,1,0
1,1,0,11,0,0,0,0,1,1,0,1,82.9,880.05,0,0,1,0,0,0,1,0
1,0,0,7,0,0,0,1,0,1,0,1,84.35,609.65,0,0,1,0,0,0,1,0
1,1,0,67,0,1,1,0,1,0,0,1,60.95,4119.4,0,1,0,1,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,1,44.8,44.8,0,1,0,0,0,0,1,0
0,1,0,64,0,1,0,1,0,1,1,1,73.05,4688.65,0,1,0,1,0,1,0,0
0,1,0,5,1,0,1,0,0,0,0,1,78.75,412.1,1,1,1,0,0,0,1,0
0,0,0,10,1,0,0,0,1,1,1,1,98.5,1058.25,1,0,1,0,0,0,1,0
0,1,0,28,0,0,0,0,0,1,1,1,90.1,2598.95,1,0,1,1,0,0,0,0
1,1,0,3,0,0,0,0,1,1,0,1,83.9,267.4,1,0,1,0,0,0,0,1
0,1,1,40,1,0,0,1,0,0,0,1,81.2,3292.3,0,1,1,0,0,0,1,0
0,1,0,58,0,1,1,0,0,1,0,1,65.25,3791.6,0,0,0,0,0,1,0,0
0,1,1,16,1,0,0,1,0,1,0,1,90.8,1442.2,0,1,1,0,0,0,0,0
1,0,0,38,1,0,0,0,1,1,1,1,99.55,3734.25,1,0,1,0,0,0,1,0
0,0,1,19,0,1,1,1,0,0,0,1,60.6,1297.8,0,0,0,0,0,0,1,0
0,0,1,1,0,0,0,0,0,1,0,1,79.35,79.35,1,0,1,0,0,0,1,0
0,1,0,43,0,0,0,0,0,1,0,0,56.15,2499.3,1,0,0,0,0,0,1,0
0,1,1,9,0,0,1,0,1,0,0,0,54.8,452.8,0,1,0,0,0,0,0,1
0,0,0,34,0,1,0,1,0,0,0,0,56.95,1889.5,0,1,0,1,0,0,0,1
0,0,0,2,1,0,0,0,0,1,1,1,95.15,196.9,1,0,1,0,0,0,1,0
0,1,1,64,1,1,0,0,1,0,0,1,86.8,5327.25,0,0,1,0,0,0,0,0
0,0,0,3,0,0,1,0,0,0,0,1,49.9,130.1,1,1,0,0,0,0,0,1
1,1,0,45,0,0,0,1,0,0,1,1,86.1,3861.45,0,0,1,0,0,0,1,0
0,0,0,8,0,0,0,0,1,0,0,0,49.4,408.25,0,0,0,0,0,0,1,0
0,1,1,69,0,0,0,0,1,1,1,1,95.2,6671.7,0,1,1,0,1,1,0,0
0,1,0,72,1,0,1,0,0,1,0,1,89.7,6588.95,0,1,1,1,0,0,1,0
0,1,0,59,1,0,0,1,1,1,0,0,93.35,5386.5,0,0,1,0,0,0,1,0
0,0,0,38,0,0,0,0,0,0,0,1,69.5,2625.25,0,1,1,0,0,1,0,0
0,0,0,48,1,0,0,1,1,1,1,1,103.85,4946.05,0,0,1,0,0,0,1,0
1,0,0,47,1,0,1,0,1,0,0,0,59.6,2754.0,0,1,0,0,1,0,0,0
0,1,0,29,1,0,1,0,0,0,0,1,80.15,2265.25,1,1,1,0,0,0,0,0
0,0,0,2,0,0,1,0,0,0,0,1,49.05,91.1,1,0,0,0,0,1,0,0
0,0,0,4,0,0,0,0,0,1,0,0,55.5,227.35,0,0,0,0,0,1,0,0
0,0,0,47,0,0,0,1,1,1,1,0,74.45,3510.3,0,0,0,0,1,0,0,1
0,0,0,1,1,0,0,0,0,0,0,1,74.95,74.95,1,1,1,0,0,0,1,0
0,0,0,1,0,1,0,0,0,0,0,1,48.45,48.45,0,0,0,0,0,0,0,0
0,1,1,68,1,1,1,1,1,1,1,1,89.05,6185.8,0,0,0,0,1,0,0,0
0,1,0,60,0,0,1,0,0,1,1,1,94.4,5610.25,1,1,1,1,0,0,1,0
1,1,0,48,0,0,1,0,0,0,1,1,58.95,2789.7,0,0,0,1,0,0,0,0
0,1,1,22,0,0,0,0,0,0,1,1,80.15,1790.65,0,0,1,0,0,0,1,0
0,1,0,67,1,0,1,1,0,1,1,1,105.7,6816.95,0,0,1,1,0,0,0,0
0,0,0,30,0,0,0,0,1,1,0,0,85.15,2555.9,1,0,1,0,0,0,1,0
0,1,0,40,0,0,1,1,0,0,0,0,80.8,3132.75,0,1,1,1,0,0,1,0
0,0,0,3,0,0,0,1,1,0,0,0,80.1,217.55,1,0,1,0,0,1,0,0
0,0,0,2,1,0,0,0,0,0,0,1,49.4,106.55,1,0,0,0,0,0,1,0
0,0,0,54,1,1,0,1,1,1,1,0,87.1,4735.2,0,1,0,0,1,0,0,0
0,1,1,42,1,1,1,0,0,1,0,1,94.45,3923.8,0,0,1,1,0,1,0,0
0,1,0,24,1,0,0,1,0,1,1,1,101.05,2391.8,1,1,1,0,0,0,1,0
1,0,0,16,1,0,0,0,0,1,0,1,84.75,1350.15,1,0,1,0,0,0,1,0
1,0,0,63,1,1,1,1,0,1,1,1,109.4,7031.45,0,1,1,0,0,0,0,0
0,1,1,35,1,1,0,1,1,1,0,0,72.25,2568.55,1,0,0,0,0,0,1,0
1,0,0,2,0,0,0,0,0,0,0,0,44.95,85.15,1,1,0,0,0,0,0,1
0,0,1,5,0,0,0,0,0,0,0,1,69.7,316.9,1,1,1,0,0,0,1,0
0,1,0,50,1,1,0,1,0,1,1,1,103.95,5231.3,0,1,1,1,0,0,1,0
0,0,0,45,1,1,1,1,1,1,1,1,115.65,5125.5,0,0,1,0,0,0,1,0
0,0,0,1,1,0,0,0,0,0,0,1,49.95,49.95,1,0,0,0,0,0,0,0
0,0,0,37,0,1,1,1,1,0,0,0,65.6,2313.8,0,1,0,0,1,0,0,0
1,0,0,56,1,0,1,1,1,1,1,1,111.95,6418.9,1,0,1,1,0,0,1,0
0,1,0,1,0,0,0,0,0,0,0,1,45.85,45.85,1,1,0,0,0,0,0,1
0,0,0,47,1,0,1,1,0,1,1,1,103.1,4889.3,0,1,1,1,0,0,1,0
0,1,0,20,0,0,0,0,0,1,1,1,89.0,1820.45,1,1,1,0,0,0,0,1
0,1,1,38,1,0,1,1,0,1,1,0,78.95,2862.55,0,1,0,1,0,1,0,0
0,1,1,39,0,1,0,0,0,0,0,0,51.05,2066.0,0,0,0,0,0,1,0,0
0,0,1,53,0,1,1,0,1,0,0,0,62.85,3419.5,0,1,0,1,0,1,0,0
0,1,1,65,1,1,0,1,0,1,1,1,104.3,6725.3,0,0,1,0,1,1,0,0
0,0,0,57,1,0,1,0,1,0,1,0,94.7,5468.95,0,0,1,1,0,0,1,0
0,0,0,7,1,0,0,0,0,1,1,1,93.85,635.6,1,1,1,0,0,0,1,0
0,0,1,45,1,0,0,1,0,1,1,0,99.7,4634.35,0,1,1,0,1,0,0,0
0,1,0,21,1,0,0,1,1,1,1,1,106.1,2249.95,1,1,1,0,0,0,1,0
0,1,0,38,1,1,0,1,1,1,1,1,110.7,4428.6,0,1,1,1,0,0,1,0
0,0,0,22,0,0,0,0,0,1,1,0,89.25,1907.85,1,0,1,0,0,0,1,0
0,1,0,34,1,0,0,0,0,1,1,1,97.65,3207.55,1,0,1,0,0,0,1,0
1,1,0,43,1,0,1,1,1,1,1,1,110.75,4687.9,1,1,1,0,0,0,0,0
0,0,0,8,1,0,1,1,0,1,0,1,94.0,773.65,1,1,1,0,0,0,1,0
0,0,0,63,0,0,0,1,1,1,0,1,90.05,5817.0,0,0,1,1,0,1,0,0
0,1,0,67,1,1,0,1,1,1,1,1,111.25,7511.65,0,0,1,1,0,0,1,0
0,1,1,72,1,1,1,1,1,0,0,0,69.85,5102.35,0,1,0,0,1,0,0,0
0,0,0,45,0,1,0,1,1,1,1,0,81.65,3618.7,0,0,0,0,1,0,0,0
1,0,0,47,1,0,1,0,1,1,0,1,95.05,4504.55,1,0,1,0,0,0,1,0
1,0,0,15,1,0,0,0,0,0,0,0,75.65,1146.65,1,1,1,0,0,0,1,0
0,1,0,6,0,0,1,0,0,0,1,1,83.55,477.55,1,1,1,0,0,1,0,0
0,1,0,5,0,0,1,0,1,1,1,1,99.15,465.05,1,0,1,0,0,0,0,1
1,0,0,20,1,1,0,0,0,0,0,1,79.15,1520.9,1,0,1,0,0,0,1,0
0,1,0,5,0,0,0,0,0,0,0,0,69.95,330.15,1,0,1,0,0,0,1,0
0,0,0,2,1,0,1,0,0,0,0,1,79.45,145.15,0,1,1,0,0,0,1,0
0,1,1,41,1,1,1,1,1,0,1,0,79.9,3326.2,1,0,0,0,0,1,0,0
0,0,1,9,0,1,0,1,1,0,1,0,93.0,870.25,0,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,1,0,0,1,74.3,74.3,0,1,1,0,0,0,0,1
0,1,1,66,0,1,1,1,1,1,0,1,75.1,5013.0,0,1,0,1,0,0,1,0
0,0,0,26,1,0,0,0,0,0,0,1,74.95,1834.95,1,0,1,0,0,0,0,0
0,0,0,1,0,0,0,1,0,0,0,0,50.9,50.9,1,1,0,0,0,0,0,1
1,1,0,62,1,0,1,1,0,1,1,1,103.75,6383.35,1,1,1,1,0,0,1,0
0,1,1,32,1,1,0,0,0,1,0,0,89.6,2901.8,0,0,1,0,0,0,1,0
0,1,1,8,0,1,0,0,0,0,0,1,51.3,411.6,0,1,0,0,0,1,0,0
0,1,1,7,0,1,0,0,0,1,1,0,69.7,516.15,0,1,0,0,0,1,0,0
1,1,0,25,1,1,0,0,0,0,1,1,89.05,2177.45,1,1,1,1,0,0,1,0
0,1,0,27,0,0,1,0,0,0,0,1,76.1,2093.4,0,0,1,0,0,0,1,0
0,0,0,1,0,0,0,0,0,1,0,1,80.55,80.55,0,1,1,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,1,69.5,69.5,1,0,1,0,0,0,1,0
0,0,0,7,0,0,0,0,1,1,1,1,70.75,450.8,1,0,0,0,0,1,0,0
1,0,0,53,0,0,1,0,0,0,0,1,73.8,4003.85,0,0,1,0,0,1,0,0
1,1,0,4,1,1,0,0,0,1,1,1,99.6,347.65,1,0,1,0,0,0,1,0
0,0,0,41,1,0,1,1,0,1,1,1,80.55,3263.9,0,0,0,1,0,0,1,0
0,1,0,56,0,1,1,1,0,1,1,1,105.6,6068.65,0,0,1,1,0,1,0,0
0,1,0,51,0,1,1,1,1,1,1,1,83.25,4089.45,0,1,0,0,1,1,0,0
0,0,0,13,0,0,0,1,0,1,0,1,83.2,1060.6,1,1,1,0,0,0,1,0
0,0,1,13,0,0,0,1,1,0,0,0,53.45,718.1,0,0,0,0,0,0,0,1
0,1,0,1,0,0,0,0,0,1,0,0,55.2,55.2,1,0,0,0,0,0,0,1
0,0,0,23,1,0,0,0,0,0,0,0,75.6,1758.6,1,0,1,0,0,0,0,0
0,1,1,72,1,0,1,1,1,1,1,1,109.2,7711.45,0,0,1,0,1,0,0,0
1,1,0,61,1,0,1,1,1,1,0,1,98.3,6066.55,0,1,1,1,0,0,0,1
0,1,0,72,1,1,1,1,0,1,1,1,82.65,5919.35,0,0,0,0,1,1,0,0
0,0,0,49,1,1,1,0,0,0,0,1,59.75,2934.3,1,0,0,0,0,1,0,0
0,1,0,8,1,0,0,0,1,0,1,1,90.25,743.75,0,0,1,0,0,0,1,0
0,1,0,51,1,1,1,0,0,0,1,1,96.4,4911.05,0,1,1,1,0,1,0,0
1,1,0,72,1,1,0,1,1,1,1,1,109.75,8075.35,0,0,1,0,1,0,0,1
1,1,0,56,1,0,0,1,0,1,1,1,100.65,5688.05,1,0,1,0,0,0,0,0
0,0,0,12,1,0,0,0,1,1,1,1,99.95,1132.75,1,1,1,0,0,0,0,1
0,0,0,26,1,0,0,1,1,0,0,1,84.3,2281.6,0,1,1,0,0,0,0,1
1,0,0,39,1,0,0,0,0,1,1,1,95.65,3759.05,1,1,1,0,0,0,0,0
0,0,0,24,0,1,0,0,0,0,0,1,49.55,1210.4,1,1,0,0,0,0,0,0
0,1,1,59,1,1,0,1,1,1,0,1,76.45,4519.5,0,0,0,0,1,0,0,1
1,0,0,1,1,0,0,0,0,0,0,1,75.75,75.75,1,1,1,0,0,0,1,0
0,1,1,65,1,1,0,1,1,1,1,0,109.3,7337.55,0,0,1,0,1,0,1,0
0,1,1,10,0,0,1,1,0,0,0,1,55.55,551.3,0,0,0,0,0,0,0,1
0,1,1,58,0,1,1,0,0,1,1,0,99.25,5846.65,0,0,1,1,0,1,0,0
1,1,0,20,0,0,1,0,0,0,0,1,73.65,1463.5,1,1,1,0,0,0,1,0
0,0,0,1,0,0,0,1,0,1,0,1,85.45,85.45,1,0,1,0,0,0,1,0
0,1,0,49,1,0,1,0,0,1,1,1,99.05,4853.75,1,1,1,0,0,0,0,0
0,1,0,29,0,1,0,0,0,1,1,0,94.65,2649.15,1,1,1,0,0,1,0,0
1,1,0,7,1,0,0,1,0,1,1,1,99.25,665.45,1,1,1,0,0,0,1,0
0,1,0,9,1,1,0,0,0,0,1,1,88.05,801.3,0,1,1,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,45.05,45.05,1,1,0,0,0,0,0,1
0,1,0,17,0,0,0,0,0,0,0,1,69.0,1149.65,1,1,1,0,0,0,1,0
0,0,0,65,0,1,1,0,1,0,0,1,59.6,3739.8,0,0,0,0,1,0,0,1
0,0,0,1,0,1,0,0,0,0,0,0,50.15,50.15,0,0,0,0,0,0,1,0
1,0,1,7,0,1,0,0,0,0,0,0,76.45,503.6,1,0,1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,44.7,44.7,1,1,0,0,0,1,0,0
1,0,0,2,1,0,0,0,0,0,0,1,75.45,158.4,1,0,1,0,0,0,0,1
0,0,0,13,0,0,0,0,0,0,0,1,70.15,886.7,0,0,1,0,0,0,0,1
0,1,0,55,1,1,1,0,1,0,0,1,66.05,3462.1,0,0,0,1,0,1,0,0
1,1,0,65,1,0,1,1,0,1,1,1,104.35,6578.55,0,1,1,0,0,0,1,0
0,1,0,10,1,0,0,0,0,1,0,1,85.6,813.85,1,1,1,0,0,0,1,0
0,1,0,12,0,0,0,0,0,0,1,0,53.65,696.35,1,1,0,1,0,1,0,0
0,1,0,48,1,0,0,0,0,0,1,1,82.05,4029.95,1,0,1,1,0,0,0,1
0,1,0,29,1,0,1,1,0,0,0,1,85.8,2440.25,0,1,1,0,0,0,1,0
0,1,1,10,0,0,0,1,0,1,0,0,60.2,563.5,0,1,0,0,0,0,0,1
0,0,0,27,1,0,0,0,0,0,0,0,49.0,1291.35,0,1,0,0,0,0,0,1
0,1,0,70,1,1,1,1,1,0,0,0,93.9,6579.05,1,0,1,0,1,0,0,0
0,1,0,16,0,1,0,1,0,1,0,0,64.25,1024.0,0,1,0,0,1,0,0,1
0,0,0,19,0,0,0,0,0,0,1,1,56.2,1093.4,0,0,0,0,0,0,1,0
0,1,1,56,1,1,1,1,1,1,0,0,81.25,4620.4,0,0,0,0,1,1,0,0
0,0,0,45,1,0,1,0,0,1,0,1,89.3,4016.85,1,0,1,0,0,1,0,0
0,1,0,47,1,0,1,1,1,1,1,1,109.55,5124.55,1,1,1,0,0,0,1,0
0,0,0,24,1,0,1,1,0,1,1,1,104.15,2494.65,0,0,1,0,0,0,1,0
0,1,0,17,0,0,0,0,0,1,0,0,80.85,1400.85,1,1,1,0,0,0,1,0
0,1,0,30,1,0,1,0,1,1,0,1,94.1,2804.45,1,0,1,0,0,1,0,0
0,1,0,72,1,0,1,1,1,1,1,1,85.15,6316.2,0,1,0,0,1,0,0,0
1,1,0,31,1,0,0,0,0,0,1,1,84.85,2633.4,0,0,1,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,1,1,81.1,81.1,1,0,1,0,0,0,1,0
0,0,0,29,1,0,0,0,0,0,1,1,84.9,2516.2,0,1,1,0,0,0,1,0
0,1,0,31,1,0,1,0,0,0,1,1,91.15,2995.45,1,0,1,0,0,0,1,0
0,0,0,28,0,1,1,0,0,0,0,0,56.05,1522.65,0,0,0,0,0,0,1,0
0,1,0,65,1,0,1,0,0,0,1,1,90.65,5931.0,0,1,1,0,0,0,1,0
0,0,0,1,0,1,0,0,0,0,0,1,50.75,50.75,0,1,0,0,0,0,0,1
0,1,0,59,1,0,0,0,0,0,1,0,85.55,5084.65,1,1,1,1,0,0,1,0
0,1,1,1,0,0,0,0,0,0,0,1,70.65,70.65,1,1,1,0,0,0,0,1
0,1,0,61,1,0,1,0,0,1,1,1,101.05,5971.25,0,0,1,0,1,0,0,0
0,1,0,71,1,1,0,1,0,1,1,1,104.1,7412.25,0,0,1,1,0,1,0,0
0,0,0,1,0,0,0,1,0,0,0,0,75.3,75.3,1,0,1,0,0,0,1,0
1,1,0,14,1,0,0,0,0,0,0,1,75.1,1013.35,0,1,1,0,0,0,1,0
0,0,0,57,1,1,1,0,1,0,0,1,87.55,4884.85,0,0,1,0,0,0,0,0
0,0,0,20,1,0,0,1,0,1,0,1,90.7,1781.35,0,1,1,0,0,1,0,0
0,1,0,1,0,0,0,0,0,1,0,0,78.8,78.8,1,0,1,0,0,0,1,0
0,0,0,7,0,0,0,1,0,0,0,0,74.65,544.55,1,1,1,0,0,0,0,1
0,0,0,17,0,0,0,0,0,0,0,1,70.0,1144.5,1,0,1,0,0,0,1,0
0,1,1,47,0,0,1,0,1,0,1,0,63.8,3007.25,0,0,0,0,1,0,0,0
1,0,0,35,1,0,0,1,0,1,1,1,99.05,3395.8,1,1,1,0,0,0,1,0
1,0,0,3,1,0,0,0,0,0,0,1,76.05,231.8,1,1,1,0,0,0,1,0
1,1,0,3,1,0,0,0,0,1,1,1,94.6,279.55,1,1,1,0,0,0,1,0
1,1,0,54,0,0,0,1,1,1,1,1,99.1,5437.1,0,0,1,1,0,0,1,0
1,1,0,18,0,0,0,0,0,0,1,0,78.55,1422.65,1,1,1,0,0,0,1,0
0,0,0,10,0,0,0,0,0,1,1,1,89.5,863.1,1,1,1,0,0,0,1,0
0,0,0,3,0,0,0,1,0,0,0,1,73.6,232.5,0,1,1,0,0,1,0,0
0,0,0,1,0,1,0,0,0,0,0,1,73.6,73.6,1,0,1,0,0,0,0,1
0,1,1,68,0,0,0,1,1,1,1,1,72.95,4953.25,0,1,0,0,1,0,0,0
0,1,0,54,1,0,0,0,0,1,1,1,70.15,3715.65,1,0,0,1,0,1,0,0
0,1,0,69,1,0,1,0,1,1,0,1,92.45,6460.55,0,1,1,0,1,0,0,1
0,0,0,26,0,1,0,1,1,0,0,1,87.15,2274.1,0,0,1,1,0,1,0,0
0,0,0,10,0,0,1,0,0,0,0,0,51.2,498.25,0,0,0,0,0,0,1,0
0,0,0,3,0,0,0,0,0,0,0,0,69.65,220.1,1,1,1,0,0,0,1,0
1,1,0,54,1,1,1,1,1,1,1,1,115.6,6431.05,0,0,1,1,0,0,0,0
0,0,0,44,0,0,1,0,1,1,1,0,100.55,4398.15,1,1,1,0,0,0,1,0
0,1,1,72,1,1,1,1,1,1,1,0,89.7,6339.3,0,1,0,0,1,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,45.3,45.3,1,1,0,0,0,0,1,0
1,0,0,2,1,0,0,0,0,1,0,1,85.55,187.45,1,0,1,0,0,0,1,0
1,0,0,2,0,0,0,0,0,1,0,0,81.5,162.55,0,0,1,0,0,0,0,1
0,1,1,60,1,0,0,0,0,0,0,0,74.35,4453.3,0,1,1,0,0,0,0,0
0,1,0,69,1,1,1,1,1,0,1,1,107.2,7317.1,0,1,1,1,0,1,0,0
0,1,0,57,1,0,0,1,1,1,1,0,107.95,5969.85,0,1,1,0,1,0,1,0
0,0,0,3,0,1,0,0,1,1,0,1,64.4,195.65,0,1,0,0,0,1,0,0
1,1,0,17,0,0,0,0,0,0,1,0,81.5,1329.2,1,1,1,0,0,0,0,0
0,1,1,62,0,1,0,1,1,1,0,1,70.75,4263.45,0,0,0,1,0,0,0,0
1,0,0,37,1,0,0,0,0,1,1,1,96.55,3580.3,1,0,1,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,1,70.25,70.25,1,0,1,0,0,0,1,0
0,1,0,72,1,1,1,1,1,1,1,1,117.15,8529.5,0,0,1,0,1,1,0,0
0,0,0,50,1,1,1,0,1,1,1,1,109.65,5551.15,1,0,1,0,1,0,1,0
0,1,0,17,1,0,0,0,0,0,1,1,85.45,1451.6,1,0,1,0,0,0,1,0
1,1,0,21,0,0,0,0,0,0,0,1,69.1,1474.75,1,1,1,0,0,0,1,0
0,1,1,72,1,1,1,1,1,1,1,1,114.05,8289.2,0,1,1,0,1,1,0,0
0,0,0,18,1,0,0,0,0,0,0,1,50.3,913.3,0,0,0,0,0,0,1,0
1,0,0,11,1,0,0,0,0,0,1,1,84.8,906.85,1,0,1,0,0,1,0,0
0,1,1,22,1,0,0,1,1,1,1,1,78.65,1663.75,0,1,0,1,0,0,0,1
1,1,0,61,1,0,1,1,0,1,1,1,104.4,6405.0,1,0,1,1,0,1,0,0
0,0,0,20,1,0,0,0,1,1,1,1,98.55,2031.95,0,1,1,0,0,0,0,1
0,1,0,21,0,0,1,1,1,1,1,1,102.8,2110.15,1,0,1,0,0,0,1,0
0,0,0,3,0,1,1,0,0,0,0,1,79.1,246.5,1,0,1,0,0,0,1,0
0,1,1,62,1,0,1,1,1,1,1,1,110.8,6840.95,0,0,1,1,0,0,1,0
0,0,1,40,0,1,0,0,1,1,0,1,64.1,2460.35,0,0,0,0,0,1,0,0
1,1,0,5,1,0,0,0,0,0,0,1,74.35,334.8,1,0,1,0,0,0,1,0
1,1,0,2,1,0,0,0,0,1,0,1,86.85,156.35,1,1,1,0,0,0,0,1
1,0,0,56,1,0,1,1,0,1,1,1,104.75,5510.65,1,0,1,1,0,0,0,0
0,0,0,10,0,0,0,0,0,0,0,1,44.85,435.4,1,1,0,0,0,1,0,0
1,1,0,50,0,0,0,0,0,0,0,1,71.05,3444.85,1,0,1,0,0,0,1,0
0,1,0,43,1,1,1,0,1,0,0,0,66.25,2907.35,0,1,0,0,0,0,0,0
1,0,0,4,1,0,0,0,0,0,0,1,74.9,321.75,1,0,1,0,0,0,1,0
1,1,0,52,1,1,0,1,0,1,1,1,104.2,5568.35,1,1,1,0,0,0,1,0
0,0,0,1,0,0,0,1,0,1,0,1,85.55,85.55,1,0,1,0,0,1,0,0
0,0,0,3,0,0,1,0,0,1,0,0,83.75,247.25,1,0,1,0,0,0,1,0
1,0,0,40,0,1,1,0,0,0,0,1,79.2,3233.85,1,0,1,0,0,1,0,0
0,0,0,46,0,1,1,0,1,1,1,1,105.2,4822.85,1,0,1,1,0,0,0,0
1,0,0,56,1,0,1,1,0,1,1,0,104.75,5841.35,0,0,1,0,0,0,1,0
0,0,0,17,0,0,0,0,0,0,0,1,70.8,1207.0,0,1,1,0,0,0,1,0
0,1,0,57,1,0,1,1,0,1,1,1,104.5,5921.35,1,0,1,0,0,1,0,0
0,1,1,64,1,1,1,1,1,1,1,1,90.6,5817.45,0,0,0,0,1,0,0,1
0,1,1,39,1,0,0,0,1,1,1,1,99.95,3767.4,0,0,1,0,0,1,0,0
0,0,0,29,1,0,0,1,0,1,1,0,100.55,2878.75,0,0,1,0,0,0,0,0
1,1,0,42,0,1,0,0,0,0,0,1,74.15,3229.4,1,0,1,0,0,1,0,0
0,1,1,49,0,0,1,1,0,1,0,1,90.4,4494.65,0,1,1,0,0,1,0,0
1,1,0,24,1,0,0,0,0,1,1,1,93.55,2264.05,1,0,1,0,0,0,1,0
0,0,0,3,1,0,0,0,0,0,1,1,85.3,264.8,1,1,1,0,0,0,1,0
0,0,0,1,0,1,0,0,0,0,0,0,49.55,49.55,0,0,0,0,0,0,0,0
0,1,0,68,1,0,1,1,1,1,1,1,110.0,7611.85,1,1,1,0,1,0,0,0
1,1,0,46,1,1,1,1,0,1,0,1,100.7,4541.2,1,1,1,0,0,0,1,0
0,1,0,31,0,1,1,1,1,0,1,1,75.5,2424.45,0,1,0,1,0,1,0,0
1,0,0,3,0,0,0,0,0,0,0,0,45.0,127.1,1,0,0,0,0,0,1,0
0,1,0,41,1,0,0,1,1,1,1,1,102.6,4213.35,1,1,1,1,0,0,1,0
0,0,0,34,1,1,1,1,0,1,1,1,109.8,3587.25,1,0,1,0,0,0,0,1
0,1,0,12,0,1,0,0,1,0,0,0,80.85,866.45,1,1,1,0,0,0,0,0
0,1,0,7,0,0,0,1,0,1,0,1,86.25,587.1,1,0,1,0,0,0,1,0
1,1,0,51,1,1,0,1,0,0,1,1,93.65,4839.15,0,1,1,1,0,0,0,0
